Ticker,close_x,date,high,low,month,open_x,volume,year,daily_return,cumulative_return,first_open,last_close,yearly_return,volatility,open_y,close_y,monthly_return
ICICIBANK,940.3,2023-10-03 05:30:00,951.6,939.0,2023-10,951.6,11131636,2023,0.0,0.0,951.6,996.6,4.7288776796973515,0.012788897388104722,951.6,915.35,-3.8093736864228664
ADANIENT,2387.25,2023-10-03 05:30:00,2424.9,2372.0,2023-10,2418.0,2019899,2023,0.0,0.0,2418.0,2848.95,17.82258064516128,0.028600523792508787,2418.0,2294.65,-5.101323407775017
ADANIPORTS,831.4,2023-10-03 05:30:00,836.75,824.25,2023-10,826.0,2453090,2023,0.0,0.0,826.0,1024.35,24.01331719128328,0.026028643454512657,826.0,784.75,-4.993946731234867
BEL,139.2,2023-10-03 05:30:00,140.6,137.2,2023-10,137.9,19010910,2023,0.0,0.0,137.9,184.2,33.57505438723712,0.023283392059875133,137.9,133.25,-3.3720087019579443
BAJAJFINSV,1561.05,2023-10-03 05:30:00,1564.2,1527.0,2023-10,1530.25,1083086,2023,0.0,0.0,1530.25,1685.8,10.165005718019929,0.014117849543856996,1530.25,1569.55,2.5682078091815033
EICHERMOT,3351.4,2023-10-03 05:30:00,3434.95,3302.9,2023-10,3426.9,1354075,2023,0.0,0.0,3426.9,4143.5,20.9110274592197,0.01609889840743809,3426.9,3295.55,-3.832910210394231
COALINDIA,291.9,2023-10-03 05:30:00,297.1,290.1,2023-10,297.05,9348540,2023,0.0,0.0,297.05,376.0,26.57801716882679,0.021411449147905545,297.05,314.25,5.790270998148456
MARUTI,10346.9,2023-10-03 05:30:00,10709.8,10303.3,2023-10,10709.8,623006,2023,0.0,0.0,10709.8,10302.3,-3.8049263291564737,0.013712493772447978,10709.8,10392.3,-2.9645745018581113
INDUSINDBK,1435.4,2023-10-03 05:30:00,1438.4,1420.0,2023-10,1432.0,1442499,2023,0.0,0.0,1432.0,1598.95,11.658519553072628,0.0191111933352513,1432.0,1441.3,0.6494413407821197
ASIANPAINT,3166.85,2023-10-03 05:30:00,3227.8,3162.0,2023-10,3166.1,1219145,2023,0.0,0.0,3166.1,3402.4,7.463440826253125,0.012664679670924878,3166.1,2995.7,-5.3820157291304795
TATASTEEL,128.0,2023-10-03 05:30:00,129.1,127.25,2023-10,129.0,18613557,2023,0.0,0.0,129.0,139.6,8.217054263565887,0.018231639152358904,129.0,118.75,-7.945736434108527
HDFCLIFE,633.55,2023-10-03 05:30:00,637.5,628.55,2023-10,634.45,3454441,2023,0.0,0.0,634.45,646.7,1.9308062101032388,0.014630077258587258,634.45,618.35,-2.537631018992832
DRREDDY,1092.34,2023-10-03 05:30:00,1117.38,1090.0,2023-10,1117.38,2065240,2023,0.0,0.0,1117.38,1159.58,3.7766919042760576,0.012490100212885843,1117.38,1073.51,-3.9261486692083367
SUNPHARMA,1141.45,2023-10-03 05:30:00,1161.95,1139.25,2023-10,1159.55,1946966,2023,0.0,0.0,1159.55,1259.45,8.615411150877504,0.011732822937748232,1159.55,1088.6,-6.118752964512099
KOTAKBANK,1727.05,2023-10-03 05:30:00,1735.0,1715.45,2023-10,1730.0,5534869,2023,0.0,0.0,1730.0,1908.1,10.294797687861266,0.014215663882255638,1730.0,1739.4,0.5433526011560746
SHRIRAMFIN,1921.95,2023-10-03 05:30:00,1939.9,1881.0,2023-10,1938.0,2207907,2023,0.0,0.0,1938.0,2053.3,5.949432404540773,0.02168666460862403,1938.0,1879.85,-3.0005159958720378
NESTLEIND,2231.52,2023-10-03 05:30:00,2259.47,2225.52,2023-10,2250.69,500130,2023,0.0,0.0,2250.69,2658.03,18.09844980872533,0.012516833638236864,2250.69,2423.48,7.677201213849973
ONGC,184.6,2023-10-03 05:30:00,189.3,183.65,2023-10,189.3,22118500,2023,0.0,0.0,189.3,205.05,8.32012678288431,0.02224731217568337,189.3,186.15,-1.6640253565768652
CIPLA,1182.8,2023-10-03 05:30:00,1185.7,1170.95,2023-10,1184.0,1581125,2023,0.0,0.0,1184.0,1246.3,5.26182432432432,0.016332415765760364,1184.0,1200.0,1.3513513513513513
BPCL,170.68,2023-10-03 05:30:00,174.6,170.43,2023-10,174.25,10514554,2023,0.0,0.0,174.25,225.33,29.314203730272602,0.022068851102665002,174.25,174.63,0.21807747489239337
BRITANNIA,4495.45,2023-10-03 05:30:00,4553.25,4486.6,2023-10,4524.8,543482,2023,0.0,0.0,4524.8,5338.45,17.98201025459688,0.013039218369984167,4524.8,4426.5,-2.172471711456864
SBILIFE,1292.45,2023-10-03 05:30:00,1302.15,1282.65,2023-10,1302.15,1282289,2023,0.0,0.0,1302.15,1432.6,10.018047075989694,0.015113428426196436,1302.15,1367.85,5.045501670314466
HINDALCO,479.95,2023-10-03 05:30:00,484.55,476.6,2023-10,483.1,4657602,2023,0.0,0.0,483.1,614.85,27.271786379631546,0.019586836411430934,483.1,459.5,-4.885116953011803
HEROMOTOCO,3015.6,2023-10-03 05:30:00,3064.9,2991.5,2023-10,3058.0,387906,2023,0.0,0.0,3058.0,4139.55,35.367887508175286,0.016563238026907092,3058.0,3088.35,0.9924787442773024
AXISBANK,1041.05,2023-10-03 05:30:00,1044.7,1032.6,2023-10,1035.0,11589322,2023,0.0,0.0,1035.0,1102.3,6.502415458937194,0.015624964929158446,1035.0,981.85,-5.13526570048309
HDFCBANK,1508.05,2023-10-03 05:30:00,1527.0,1506.0,2023-10,1527.0,19485847,2023,0.0,0.0,1527.0,1709.25,11.93516699410609,0.01348980040538228,1527.0,1476.5,-3.307138179436804
BAJAJ-AUTO,5016.45,2023-10-03 05:30:00,5073.0,4997.1,2023-10,5065.0,464531,2023,0.0,0.0,5065.0,6797.25,34.20039486673247,0.017609369939821526,5065.0,5314.05,4.917077986179668
SBIN,586.25,2023-10-04 05:30:00,600.45,584.45,2023-10,600.0,24914612,2023,-0.027697155651380756,-0.027697155651380756,596.6,642.05,7.6181696278913735,0.017939344821740196,596.6,565.55,-5.204492122024818
BAJFINANCE,7854.05,2023-10-04 05:30:00,8043.0,7820.0,2023-10,8025.0,1176384,2023,-0.014251468447211257,-0.014251468447211257,7780.8,7327.75,-5.822666049763522,0.01591849489773447,7780.8,7492.65,-3.7033466995681747
TITAN,3166.65,2023-10-04 05:30:00,3205.0,3151.0,2023-10,3186.0,486969,2023,-0.00926085256159559,-0.00926085256159559,3148.8,3675.45,16.72541920731706,0.014135893038630176,3148.8,3189.65,1.2973196138211354
ITC,436.1,2023-10-04 05:30:00,441.7,433.3,2023-10,439.75,13396709,2023,-0.008300170551449604,-0.008300170551449604,441.0,462.1,4.784580498866219,0.011943702458319614,441.0,428.4,-2.857142857142862
TCS,3537.75,2023-10-04 05:30:00,3548.0,3477.3,2023-10,3486.3,1788138,2023,0.006801656302915626,0.006801656302915626,3534.2,3793.4,7.334050138645246,0.013161771587106071,3534.2,3368.75,-4.68139890215607
LT,3027.75,2023-10-04 05:30:00,3064.1,2990.05,2023-10,3064.1,3100946,2023,-0.014805173676075811,-0.014805173676075811,3040.5,3526.0,15.967768459135009,0.01696390415004649,3040.5,2929.05,-3.665515540207197
TATACONSUM,854.13,2023-10-04 05:30:00,859.17,844.5,2023-10,856.36,615431,2023,-0.008209475150952272,-0.008209475150952272,859.32,1073.46,24.919703951962013,0.0148047736681353,859.32,889.44,3.5050970534841506
RELIANCE,1157.08,2023-10-04 05:30:00,1159.5,1147.55,2023-10,1154.5,10286386,2023,-0.0017255064361390016,-0.0017255064361390016,1164.97,1292.47,10.944487840888605,0.013562067130073357,1164.97,1143.95,-1.8043383091410063
HCLTECH,1239.55,2023-10-04 05:30:00,1244.8,1225.0,2023-10,1234.0,2253785,2023,0.0006862032776298044,0.0006862032776298044,1232.5,1466.1,18.953346855983767,0.014294650681131723,1232.5,1276.0,3.5294117647058822
JSWSTEEL,756.6,2023-10-04 05:30:00,768.0,753.15,2023-10,767.95,1654158,2023,-0.017721518987341756,-0.017721518987341756,776.55,880.25,13.353937286716896,0.016383932356722215,776.55,736.35,-5.1767432876183035
ULTRACEMCO,8120.85,2023-10-04 05:30:00,8292.55,8045.05,2023-10,8292.55,884369,2023,-0.022161615431853354,-0.022161615431853354,8289.0,10503.0,26.710097719869708,0.01431459670688822,8289.0,8422.25,1.607552177584751
POWERGRID,199.0,2023-10-04 05:30:00,199.4,195.4,2023-10,198.9,14120040,2023,-0.0027562014532699353,-0.0027562014532699353,198.75,237.2,19.34591194968553,0.018671442296664318,198.75,202.15,1.710691823899374
INFY,1444.35,2023-10-04 05:30:00,1449.95,1418.2,2023-10,1425.0,4510406,2023,0.007217573221757201,0.007217573221757201,1436.05,1542.9,7.440548727412008,0.014491913053868204,1436.05,1368.4,-4.710838759096123
TRENT,2022.3,2023-10-04 05:30:00,2055.95,2007.6,2023-10,2054.0,551771,2023,-0.017871885775338714,-0.017871885775338714,2074.3,3054.95,47.27618955792313,0.023073798932652153,2074.3,2154.7,3.876006363592519
BHARTIARTL,924.25,2023-10-04 05:30:00,925.95,918.3,2023-10,918.3,5603669,2023,-0.0011347671025613293,-0.0011347671025613293,918.25,1032.2,12.409474543969512,0.013624507728829288,918.25,914.4,-0.41927579635175855
TATAMOTORS,613.6,2023-10-04 05:30:00,620.8,608.3,2023-10,620.8,7612709,2023,-0.01104037392215329,-0.01104037392215329,632.6,779.95,23.292760037938667,0.01787650515641716,632.6,628.65,-0.6244072083465136
WIPRO,404.9,2023-10-04 05:30:00,405.45,400.65,2023-10,402.7,3452935,2023,-0.0013565174497471855,-0.0013565174497471855,406.45,471.3,15.955222044531927,0.017467886281905282,406.45,381.8,-6.06470660597859
TECHM,1205.0,2023-10-04 05:30:00,1215.5,1186.05,2023-10,1210.0,2340603,2023,-0.00920901167571131,-0.00920901167571131,1220.6,1272.65,4.264296247747025,0.016019868874918946,1220.6,1133.15,-7.16450925774208
NTPC,235.15,2023-10-04 05:30:00,241.0,231.5,2023-10,241.0,25424437,2023,-0.025082918739635085,-0.025082918739635085,244.35,311.15,27.3378350726417,0.019475011701296695,244.35,235.8,-3.499079189686918
HINDUNILVR,2507.85,2023-10-04 05:30:00,2511.05,2465.15,2023-10,2467.05,1587335,2023,0.015776256632508368,0.015776256632508368,2490.0,2663.95,6.985943775100395,0.012073895796063713,2490.0,2484.0,-0.24096385542168677
APOLLOHOSP,5047.4,2023-10-04 05:30:00,5096.85,4982.3,2023-10,5085.0,442482,2023,-0.013977475849539456,-0.013977475849539456,5138.95,5704.1,10.99738273382696,0.014134574705070773,5138.95,4819.9,-6.208466710125613
M&M,1522.1,2023-10-04 05:30:00,1537.9,1501.75,2023-10,1531.8,2580901,2023,-0.009951866788083907,-0.009951866788083907,1597.2,1729.4,8.276984723265718,0.019212772948786868,1597.2,1458.6,-8.677685950413231
GRASIM,1888.34,2023-10-04 05:30:00,1902.44,1869.62,2023-10,1898.45,687673,2023,-0.013323997826359624,-0.013323997826359624,1920.46,2126.35,10.720868958478691,0.01446511381198158,1920.46,1879.23,-2.1468814763129678
ICICIBANK,930.05,2023-10-04 05:30:00,935.5,925.0,2023-10,935.0,17334739,2023,-0.01090077634797404,-0.01090077634797404,951.6,996.6,4.7288776796973515,0.012788897388104722,951.6,915.35,-3.8093736864228664
ADANIENT,2464.95,2023-10-04 05:30:00,2502.75,2392.25,2023-10,2402.2,2857377,2023,0.03254791077599739,0.03254791077599739,2418.0,2848.95,17.82258064516128,0.028600523792508787,2418.0,2294.65,-5.101323407775017
ADANIPORTS,824.6,2023-10-04 05:30:00,845.45,819.35,2023-10,830.95,4096647,2023,-0.008178975222516205,-0.008178975222516205,826.0,1024.35,24.01331719128328,0.026028643454512657,826.0,784.75,-4.993946731234867
BEL,138.85,2023-10-04 05:30:00,139.15,136.55,2023-10,138.0,14912053,2023,-0.0025143678160919336,-0.0025143678160919336,137.9,184.2,33.57505438723712,0.023283392059875133,137.9,133.25,-3.3720087019579443
BAJAJFINSV,1532.55,2023-10-04 05:30:00,1555.85,1521.15,2023-10,1555.0,1614123,2023,-0.018256942442586688,-0.018256942442586688,1530.25,1685.8,10.165005718019929,0.014117849543856996,1530.25,1569.55,2.5682078091815033
EICHERMOT,3400.9,2023-10-04 05:30:00,3408.95,3323.75,2023-10,3350.0,566983,2023,0.014769946887867702,0.014769946887867702,3426.9,4143.5,20.9110274592197,0.01609889840743809,3426.9,3295.55,-3.832910210394231
COALINDIA,287.95,2023-10-04 05:30:00,291.5,285.9,2023-10,290.8,6338888,2023,-0.01353203151764304,-0.01353203151764304,297.05,376.0,26.57801716882679,0.021411449147905545,297.05,314.25,5.790270998148456
MARUTI,10129.8,2023-10-04 05:30:00,10283.9,10090.0,2023-10,10283.9,407793,2023,-0.02098212991330739,-0.02098212991330739,10709.8,10302.3,-3.8049263291564737,0.013712493772447978,10709.8,10392.3,-2.9645745018581113
INDUSINDBK,1401.3,2023-10-04 05:30:00,1428.5,1386.2,2023-10,1424.85,3978667,2023,-0.023756444196739723,-0.023756444196739723,1432.0,1598.95,11.658519553072628,0.0191111933352513,1432.0,1441.3,0.6494413407821197
ASIANPAINT,3169.9,2023-10-04 05:30:00,3189.0,3151.35,2023-10,3164.95,892584,2023,0.0009631021361922176,0.0009631021361922176,3166.1,3402.4,7.463440826253125,0.012664679670924878,3166.1,2995.7,-5.3820157291304795
TATASTEEL,125.3,2023-10-04 05:30:00,127.1,124.5,2023-10,127.0,33272725,2023,-0.021093750000000022,-0.021093750000000022,129.0,139.6,8.217054263565887,0.018231639152358904,129.0,118.75,-7.945736434108527
HDFCLIFE,625.5,2023-10-04 05:30:00,632.0,624.25,2023-10,631.0,2357914,2023,-0.012706179464919809,-0.012706179464919809,634.45,646.7,1.9308062101032388,0.014630077258587258,634.45,618.35,-2.537631018992832
DRREDDY,1083.56,2023-10-04 05:30:00,1099.8,1080.3,2023-10,1093.0,2109530,2023,-0.008037790431550618,-0.008037790431550618,1117.38,1159.58,3.7766919042760576,0.012490100212885843,1117.38,1073.51,-3.9261486692083367
SUNPHARMA,1123.8,2023-10-04 05:30:00,1139.0,1113.0,2023-10,1138.1,1803871,2023,-0.015462788558412655,-0.015462788558412655,1159.55,1259.45,8.615411150877504,0.011732822937748232,1159.55,1088.6,-6.118752964512099
KOTAKBANK,1722.05,2023-10-04 05:30:00,1727.0,1709.0,2023-10,1715.0,6220979,2023,-0.002895110158941505,-0.002895110158941505,1730.0,1908.1,10.294797687861266,0.014215663882255638,1730.0,1739.4,0.5433526011560746
SHRIRAMFIN,1850.6,2023-10-04 05:30:00,1919.95,1841.5,2023-10,1909.0,1340167,2023,-0.03712375452014893,-0.03712375452014893,1938.0,2053.3,5.949432404540773,0.02168666460862403,1938.0,1879.85,-3.0005159958720378
NESTLEIND,2298.62,2023-10-04 05:30:00,2335.88,2255.1,2023-10,2280.51,2134880,2023,0.03006919050691903,0.03006919050691903,2250.69,2658.03,18.09844980872533,0.012516833638236864,2250.69,2423.48,7.677201213849973
ONGC,182.75,2023-10-04 05:30:00,184.6,182.1,2023-10,184.45,9360058,2023,-0.010021668472372625,-0.010021668472372625,189.3,205.05,8.32012678288431,0.02224731217568337,189.3,186.15,-1.6640253565768652
CIPLA,1167.05,2023-10-04 05:30:00,1185.0,1161.3,2023-10,1178.1,999123,2023,-0.013315860669597557,-0.013315860669597557,1184.0,1246.3,5.26182432432432,0.016332415765760364,1184.0,1200.0,1.3513513513513513
BPCL,170.68,2023-10-04 05:30:00,172.48,169.78,2023-10,170.68,6049760,2023,0.0,0.0,174.25,225.33,29.314203730272602,0.022068851102665002,174.25,174.63,0.21807747489239337
BRITANNIA,4532.5,2023-10-04 05:30:00,4540.0,4466.75,2023-10,4490.0,318564,2023,0.0082416665739804,0.0082416665739804,4524.8,5338.45,17.98201025459688,0.013039218369984167,4524.8,4426.5,-2.172471711456864
SBILIFE,1270.55,2023-10-04 05:30:00,1297.7,1264.35,2023-10,1291.6,1139615,2023,-0.016944562652327022,-0.016944562652327022,1302.15,1432.6,10.018047075989694,0.015113428426196436,1302.15,1367.85,5.045501670314466
HINDALCO,473.4,2023-10-04 05:30:00,477.9,470.0,2023-10,474.0,3302259,2023,-0.01364725492238772,-0.01364725492238772,483.1,614.85,27.271786379631546,0.019586836411430934,483.1,459.5,-4.885116953011803
HEROMOTOCO,2989.05,2023-10-04 05:30:00,3020.0,2976.05,2023-10,3015.95,307263,2023,-0.008804218066056468,-0.008804218066056468,3058.0,4139.55,35.367887508175286,0.016563238026907092,3058.0,3088.35,0.9924787442773024
AXISBANK,995.55,2023-10-04 05:30:00,1037.0,988.85,2023-10,1035.35,22584212,2023,-0.04370587387733538,-0.04370587387733538,1035.0,1102.3,6.502415458937194,0.015624964929158446,1035.0,981.85,-5.13526570048309
HDFCBANK,1529.55,2023-10-04 05:30:00,1535.0,1489.25,2023-10,1495.0,27324715,2023,0.014256821723417579,0.014256821723417579,1527.0,1709.25,11.93516699410609,0.01348980040538228,1527.0,1476.5,-3.307138179436804
BAJAJ-AUTO,4918.6,2023-10-04 05:30:00,5019.2,4903.05,2023-10,5011.25,256544,2023,-0.019505825833009305,-0.019505825833009305,5065.0,6797.25,34.20039486673247,0.017609369939821526,5065.0,5314.05,4.917077986179668
SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,2023-10,590.0,13248028,2023,0.010063965884861359,-0.01791193299610261,596.6,642.05,7.6181696278913735,0.017939344821740196,596.6,565.55,-5.204492122024818
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,2023-10,7914.85,795061,2023,-0.0004010669654510579,-0.014646819619459017,7780.8,7327.75,-5.822666049763522,0.01591849489773447,7780.8,7492.65,-3.7033466995681747
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,2023-10,3173.9,1109881,2023,0.015742188116779632,0.006335549472037627,3148.8,3675.45,16.72541920731706,0.014135893038630176,3148.8,3189.65,1.2973196138211354
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,2023-10,440.0,10030257,2023,-0.00011465260261411814,-0.008413871517907845,441.0,462.1,4.784580498866219,0.011943702458319614,441.0,428.4,-2.857142857142862
TCS,3589.35,2023-10-05 05:30:00,3624.0,3551.2,2023-10,3554.0,2990768,2023,0.014585541657833323,0.02148640380209743,3534.2,3793.4,7.334050138645246,0.013161771587106071,3534.2,3368.75,-4.68139890215607
LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,2023-10,3032.55,3413447,2023,0.02255800511931305,0.007418856259659989,3040.5,3526.0,15.967768459135009,0.01696390415004649,3040.5,2929.05,-3.665515540207197
TATACONSUM,849.64,2023-10-05 05:30:00,858.58,846.97,2023-10,855.42,740770,2023,-0.005256811024083041,-0.013423130515559878,859.32,1073.46,24.919703951962013,0.0148047736681353,859.32,889.44,3.5050970534841506
RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,2023-10,1159.63,10953682,2023,-2.5927334324271634e-05,-0.0017513890326810166,1164.97,1292.47,10.944487840888605,0.013562067130073357,1164.97,1143.95,-1.8043383091410063
HCLTECH,1235.45,2023-10-05 05:30:00,1253.95,1227.8,2023-10,1249.0,2995200,2023,-0.0033076519704731133,-0.002623718414466736,1232.5,1466.1,18.953346855983767,0.014294650681131723,1232.5,1276.0,3.5294117647058822
JSWSTEEL,755.5,2023-10-05 05:30:00,762.65,752.9,2023-10,762.0,1459736,2023,-0.0014538725878932013,-0.01914962674456344,776.55,880.25,13.353937286716896,0.016383932356722215,776.55,736.35,-5.1767432876183035
ULTRACEMCO,8177.45,2023-10-05 05:30:00,8208.8,8125.0,2023-10,8177.0,310506,2023,0.006969713761490359,-0.015346361786415241,8289.0,10503.0,26.710097719869708,0.01431459670688822,8289.0,8422.25,1.607552177584751
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,2023-10,199.5,14575590,2023,-0.012060301507537674,-0.014783262340265613,198.75,237.2,19.34591194968553,0.018671442296664318,198.75,202.15,1.710691823899374
INFY,1463.45,2023-10-05 05:30:00,1475.65,1450.2,2023-10,1452.0,7384621,2023,0.013223941565410069,0.020536959553695944,1436.05,1542.9,7.440548727412008,0.014491913053868204,1436.05,1368.4,-4.710838759096123
TRENT,2047.6,2023-10-05 05:30:00,2058.15,2022.3,2023-10,2022.95,461744,2023,0.012510507837610652,-0.005584964304793272,2074.3,3054.95,47.27618955792313,0.023073798932652153,2074.3,2154.7,3.876006363592519
BHARTIARTL,928.85,2023-10-05 05:30:00,929.6,919.4,2023-10,925.05,7063132,2023,0.004977008385177228,0.0038365935372313142,918.25,1032.2,12.409474543969512,0.013624507728829288,918.25,914.4,-0.41927579635175855
TATAMOTORS,619.6,2023-10-05 05:30:00,621.35,614.65,2023-10,619.0,7893892,2023,0.009778357235984414,-0.0013699734063985503,632.6,779.95,23.292760037938667,0.01787650515641716,632.6,628.65,-0.6244072083465136
WIPRO,406.8,2023-10-05 05:30:00,410.4,405.0,2023-10,407.95,4062652,2023,0.004692516670782965,0.0033296337402886067,406.45,471.3,15.955222044531927,0.017467886281905282,406.45,381.8,-6.06470660597859
TECHM,1205.6,2023-10-05 05:30:00,1223.95,1199.5,2023-10,1214.0,2497613,2023,0.0004979253112031845,-0.0087156717645126,1220.6,1272.65,4.264296247747025,0.016019868874918946,1220.6,1133.15,-7.16450925774208
NTPC,233.85,2023-10-05 05:30:00,237.4,232.05,2023-10,237.25,22472389,2023,-0.005528386136508634,-0.030472636815920384,244.35,311.15,27.3378350726417,0.019475011701296695,244.35,235.8,-3.499079189686918
HINDUNILVR,2519.55,2023-10-05 05:30:00,2524.8,2495.35,2023-10,2518.0,1909928,2023,0.00466535079849284,0.020515209202478957,2490.0,2663.95,6.985943775100395,0.012073895796063713,2490.0,2484.0,-0.24096385542168677
APOLLOHOSP,5047.05,2023-10-05 05:30:00,5079.85,5026.65,2023-10,5054.95,363289,2023,-6.934263184998901e-05,-0.014045849246427378,5138.95,5704.1,10.99738273382696,0.014134574705070773,5138.95,4819.9,-6.208466710125613
M&M,1537.95,2023-10-05 05:30:00,1550.8,1513.05,2023-10,1533.0,1991367,2023,0.010413244859076354,0.0003577468453233035,1597.2,1729.4,8.276984723265718,0.019212772948786868,1597.2,1458.6,-8.677685950413231
GRASIM,1882.67,2023-10-05 05:30:00,1901.44,1873.55,2023-10,1889.59,544715,2023,-0.003002637236938166,-0.01628662793127944,1920.46,2126.35,10.720868958478691,0.01446511381198158,1920.46,1879.23,-2.1468814763129678
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,2023-10,935.2,10478856,2023,0.011612278909736151,0.000584919706476672,951.6,996.6,4.7288776796973515,0.012788897388104722,951.6,915.35,-3.8093736864228664
ADANIENT,2466.35,2023-10-05 05:30:00,2486.5,2446.4,2023-10,2477.95,1132455,2023,0.0005679628390029556,0.033134359618808285,2418.0,2848.95,17.82258064516128,0.028600523792508787,2418.0,2294.65,-5.101323407775017
